MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,Month,Humidity,Pressure,Cloud,RainToday_Yes,RainTomorrow_Yes
18.0,22.2,0.0,7.6,8.9,41.0,4,52.5,1012.0,3.0,0,0
17.5,22.7,0.0,6.8,9.1,43.0,4,58.0,1011.25,5.5,0,0
11.7,23.5,0.0,4.0,5.6,26.0,4,68.5,1010.65,5.0,0,0
16.2,26.0,0.2,3.6,5.5,24.0,4,62.5,1005.95,5.0,0,0
14.4,27.9,0.0,3.0,9.8,31.0,4,55.5,1012.95,0.5,0,0
14.5,25.3,0.0,5.6,10.4,31.0,4,63.0,1017.0,1.0,0,0
15.6,24.0,0.0,5.6,8.7,39.0,4,62.0,1017.35,1.5,0,0
13.7,24.1,0.0,5.4,10.2,33.0,4,48.5,1020.5,1.5,0,0
14.0,29.4,0.0,4.8,9.9,35.0,4,41.5,1014.1500000000001,6.5,0,0
16.7,17.7,0.4,5.8,0.0,28.0,4,78.5,1008.3,8.0,0,1
11.4,23.4,2.6,1.6,4.4,43.0,4,53.5,1007.9,4.5,1,1
14.3,22.1,11.6,1.2,8.5,50.0,4,69.0,1007.6,4.0,1,1
15.9,22.8,3.4,4.6,4.5,37.0,4,77.0,1012.05,6.0,1,1
14.1,23.9,6.8,2.2,10.3,24.0,4,72.0,1014.5999999999999,4.5,1,0
11.9,26.7,0.0,4.2,8.8,24.0,4,55.0,1017.05,7.0,0,0
15.7,32.3,0.0,5.2,10.5,26.0,4,43.0,1013.0,1.0,0,0
15.5,28.1,0.0,5.2,10.5,28.0,4,50.0,1010.5,0.0,0,0
15.7,24.3,0.0,5.0,9.2,24.0,4,69.0,1013.75,1.5,0,0
14.7,23.6,0.0,4.2,5.0,31.0,4,72.0,1016.1,5.0,0,0
15.1,20.9,0.0,3.6,0.3,31.0,4,67.0,1017.9000000000001,6.5,0,0
9.7,21.7,0.0,1.8,9.5,31.0,4,57.0,1021.2,4.0,0,0
7.8,24.5,0.0,3.4,10.2,28.0,4,41.5,1022.0,1.5,0,0
9.4,26.1,0.0,5.0,10.4,31.0,4,36.0,1016.9000000000001,0.5,0,0
11.7,23.8,0.0,4.6,10.4,31.0,4,60.0,1025.35,0.5,0,0
9.2,25.8,0.0,4.4,10.1,28.0,4,46.5,1026.15,0.0,0,0
8.5,28.8,0.0,4.4,8.2,20.0,4,42.0,1021.45,4.0,0,0
10.7,28.9,0.0,4.2,8.2,26.0,4,48.0,1017.25,4.5,0,0
12.1,22.9,0.0,3.2,4.2,24.0,4,76.5,1021.7,7.5,0,1
13.4,21.2,2.4,3.4,3.6,24.0,5,75.5,1025.6999999999998,5.0,1,0
10.7,23.9,0.2,2.6,9.8,28.0,5,53.5,1022.1,2.5,0,0
10.7,21.8,0.0,3.4,6.0,31.0,5,63.0,1021.0,3.0,0,0
7.9,21.8,0.0,3.6,9.8,28.0,5,43.0,1025.4,0.0,0,0
8.6,24.7,0.0,3.4,9.8,26.0,5,44.0,1023.6500000000001,0.0,0,0
6.7,24.2,0.0,2.6,8.9,24.0,5,46.5,1022.0,0.5,0,0
8.3,27.5,0.0,3.8,9.5,22.0,5,38.0,1020.3,0.0,0,0
7.5,26.2,0.0,4.6,9.8,20.0,5,41.0,1016.65,3.5,0,0
11.8,21.5,0.0,4.2,9.3,43.0,5,73.5,1016.05,2.5,0,0
7.2,19.7,0.0,2.8,7.5,31.0,5,51.0,1021.8499999999999,3.5,0,0
9.0,22.8,0.0,3.6,9.5,31.0,5,43.0,1019.7,1.5,0,0
9.6,22.5,0.0,3.0,9.5,26.0,5,54.0,1012.4,2.5,0,1
11.5,16.7,20.4,4.8,1.4,43.0,5,80.0,1010.75,7.0,1,0
4.4,17.2,0.0,1.0,9.4,37.0,5,58.5,1019.55,2.0,0,0
2.5,18.8,0.0,2.6,8.2,24.0,5,57.0,1020.0,2.0,0,0
7.9,20.6,0.0,2.2,5.5,22.0,5,56.0,1017.75,4.0,0,0
5.2,22.5,0.0,3.2,8.4,22.0,5,46.0,1016.1,6.0,0,0
9.1,23.8,0.0,2.8,6.7,20.0,5,47.5,1009.25,4.5,0,0
10.4,22.3,0.0,2.2,9.4,19.0,5,67.5,1012.55,1.0,0,0
8.7,27.3,0.0,3.0,9.4,30.0,5,42.0,1013.3,1.0,0,0
14.7,23.6,0.0,3.4,2.3,43.0,5,47.5,1007.8,5.5,0,1
14.9,19.5,20.0,7.6,2.8,46.0,5,88.0,998.0999999999999,7.0,1,1
13.7,18.2,19.0,0.4,1.8,50.0,5,48.0,1010.45,7.0,1,0
7.2,18.3,0.0,2.4,9.1,31.0,5,63.5,1017.8,1.0,0,0
7.0,19.7,0.0,3.2,7.8,26.0,5,62.5,1018.4,2.5,0,0
6.3,22.2,0.0,2.6,6.8,30.0,5,61.0,1010.05,4.0,0,1
10.5,18.1,16.6,3.4,5.3,52.0,5,81.0,1008.7,7.0,1,1
9.6,20.4,10.0,2.0,8.2,15.0,5,67.0,1022.2,4.0,1,0
7.2,21.1,0.0,0.8,9.0,26.0,5,60.5,1022.15,2.0,0,0
5.7,24.1,0.0,2.6,9.4,22.0,5,53.5,1018.6,2.0,0,0
7.4,20.4,0.0,0.6,6.2,19.0,5,74.0,1018.3499999999999,4.5,0,0
7.6,18.7,0.0,1.2,9.2,22.0,6,67.0,1020.95,1.0,0,0
4.9,21.1,0.0,2.6,9.2,17.0,6,61.0,1019.7,1.0,0,0
6.3,20.9,0.0,1.6,8.6,22.0,6,67.5,1021.6,3.5,0,0
9.8,20.4,0.0,1.8,4.5,30.0,6,67.0,1023.05,8.0,0,0
13.9,20.7,0.0,3.0,3.6,30.0,6,64.5,1023.0999999999999,6.0,0,0
13.5,21.3,0.0,3.0,6.2,30.0,6,55.5,1023.1500000000001,5.5,0,0
6.3,20.2,0.0,2.6,5.6,24.0,6,63.0,1023.6500000000001,6.0,0,0
10.6,17.3,0.0,2.0,9.0,30.0,6,50.5,1028.95,0.5,0,0
6.4,17.8,0.0,3.0,9.1,31.0,6,46.5,1028.55,0.0,0,0
2.7,18.9,0.0,2.6,8.9,26.0,6,51.5,1026.2,1.0,0,0
3.2,19.9,0.0,2.8,3.9,22.0,6,60.0,1024.1,7.5,0,0
6.4,22.7,0.0,3.2,9.2,20.0,6,39.5,1021.9,1.0,0,0
5.0,24.6,0.0,3.0,8.8,31.0,6,37.5,1017.1,4.0,0,1
12.1,19.8,5.2,4.0,3.3,22.0,6,80.0,1016.5,7.5,1,1
14.0,15.7,14.8,0.6,0.0,48.0,6,94.5,1010.3,8.0,1,1
11.5,18.2,4.2,1.2,7.5,24.0,6,69.0,1018.25,3.0,1,0
6.9,18.0,0.0,1.2,6.2,22.0,6,79.0,1023.45,4.0,0,0
9.3,20.1,0.8,1.4,5.3,22.0,6,77.5,1025.4,3.5,0,1
13.0,20.4,3.0,1.2,3.7,19.0,6,70.0,1025.35,7.0,1,0
7.4,20.4,0.0,2.0,6.2,22.0,6,69.5,1021.15,4.0,0,0
7.7,20.3,0.0,1.8,9.1,19.0,6,66.0,1018.75,2.0,0,0
8.3,19.6,0.0,2.0,3.0,33.0,6,74.0,1019.4000000000001,7.0,0,1
12.3,17.0,19.6,2.4,5.3,43.0,6,86.5,1020.15,5.0,1,1
2.4,15.1,3.8,0.8,9.0,19.0,6,65.0,1028.1,1.0,1,0
0.1,15.6,0.0,0.4,9.0,22.0,6,58.0,1028.15,0.0,0,0
-0.6,16.7,0.0,1.4,9.1,20.0,6,50.0,1027.35,1.0,0,0
2.4,18.3,0.0,1.6,3.0,20.0,6,53.5,1024.85,5.5,0,0
2.9,15.2,0.0,1.8,6.3,22.0,6,76.0,1026.85,3.5,0,0
3.1,17.1,0.0,1.4,8.3,30.0,6,68.0,1030.05,2.0,0,0
2.2,16.9,0.0,2.2,7.2,24.0,6,65.5,1031.65,4.0,0,0
3.0,17.3,0.0,2.2,9.1,22.0,7,63.0,1028.55,3.5,0,0
4.6,16.2,0.2,2.2,6.2,24.0,7,67.0,1024.5,5.5,0,0
0.0,14.8,0.0,1.8,9.0,28.0,7,65.5,1027.45,1.0,0,0
0.6,16.9,0.0,1.8,7.9,19.0,7,69.0,1027.35,3.0,0,0
0.3,17.0,0.0,1.0,7.7,15.0,7,64.5,1026.15,4.5,0,0
1.9,17.9,0.0,1.8,8.2,17.0,7,62.0,1023.2,5.0,0,0
0.8,20.5,0.0,1.0,9.2,31.0,7,47.5,1016.05,1.0,0,0
4.7,17.8,0.0,3.4,2.6,37.0,7,70.5,1002.6,7.5,0,1
8.8,13.3,40.6,1.8,0.9,46.0,7,87.5,1001.1,7.0,1,1
7.7,17.8,17.6,1.4,4.4,37.0,7,78.0,1016.7,6.0,1,1
10.0,19.0,12.8,1.0,5.4,61.0,7,79.5,1012.65,7.0,1,1
11.2,15.5,21.8,1.4,4.8,59.0,7,65.5,1009.1500000000001,6.5,1,1
8.3,17.5,6.2,3.0,6.7,26.0,7,80.5,1020.4000000000001,6.0,1,0
5.3,19.7,0.2,1.2,7.6,20.0,7,71.0,1023.85,2.0,0,0
8.0,20.3,0.2,2.4,9.0,26.0,7,57.5,1019.65,1.0,0,0
4.7,20.2,0.0,3.0,6.4,37.0,7,76.5,1015.8,4.0,0,1
6.4,16.3,9.0,0.4,8.5,30.0,7,71.0,1025.65,4.0,1,0
4.3,16.8,0.0,1.8,6.8,30.0,7,70.5,1029.8,6.5,0,0
7.3,17.1,0.0,2.2,6.4,19.0,7,72.5,1029.75,7.0,0,0
4.2,18.1,0.0,1.8,5.8,22.0,7,63.5,1028.9499999999998,3.5,0,0
5.4,19.9,0.0,2.4,9.4,28.0,7,52.0,1028.05,1.0,0,0
3.0,19.7,0.0,1.2,9.4,19.0,7,53.5,1028.6999999999998,0.0,0,0
3.3,20.3,0.0,1.8,9.4,19.0,7,48.0,1030.05,0.0,0,0
4.0,19.9,0.0,3.2,7.2,30.0,7,44.5,1024.85,7.0,0,0
4.2,22.7,0.0,2.0,9.2,31.0,7,39.5,1016.7,2.0,0,1
11.3,19.4,11.0,3.4,7.9,33.0,7,79.5,1016.5999999999999,4.5,1,1
11.5,19.5,6.8,2.6,5.0,26.0,7,82.0,1017.5999999999999,6.5,1,1
12.4,18.8,2.6,0.4,6.5,39.0,7,71.5,1015.7,6.5,1,1
12.6,16.5,10.4,2.4,5.1,44.0,7,62.5,1016.6500000000001,5.5,1,0
4.0,18.4,0.2,2.0,5.5,20.0,7,80.0,1025.95,4.0,0,1
9.2,19.5,2.4,1.2,7.9,19.0,7,77.0,1029.8,4.0,1,0
5.1,20.7,0.2,1.4,9.6,31.0,8,62.5,1032.1,0.0,0,0
6.1,24.1,0.0,2.8,9.8,28.0,8,38.5,1029.1,0.0,0,0
3.6,23.9,0.0,2.6,9.7,19.0,8,46.0,1026.75,0.0,0,0
6.4,24.0,0.0,3.0,9.8,17.0,8,44.0,1023.45,0.5,0,0
3.4,20.9,0.0,2.0,9.6,24.0,8,64.0,1021.25,1.5,0,0
8.5,18.3,0.0,3.2,7.4,22.0,8,72.0,1021.7,4.5,0,0
3.7,17.9,0.0,2.0,9.8,31.0,8,54.0,1023.75,0.5,0,0
3.0,18.3,0.0,2.4,9.5,26.0,8,64.0,1026.55,0.5,0,0
1.4,17.5,0.0,1.8,9.9,33.0,8,55.0,1026.6,0.5,0,0
2.8,20.7,0.0,2.6,9.9,37.0,8,28.5,1020.1,0.0,0,0
8.4,20.3,0.0,4.0,0.0,46.0,8,26.5,1013.0,8.0,0,1
12.3,17.2,27.2,2.4,1.9,37.0,8,87.5,1004.9000000000001,7.5,1,1
9.0,18.0,11.6,1.8,7.5,41.0,8,70.0,1012.55,5.0,1,1
9.0,17.6,2.6,2.2,7.6,26.0,8,69.0,1020.8499999999999,5.0,1,0
5.1,19.4,0.0,2.2,10.2,26.0,8,54.5,1023.3499999999999,0.5,0,0
5.7,18.7,0.0,2.2,5.2,30.0,8,55.5,1012.7,6.0,0,0
5.7,18.3,0.0,2.6,8.2,33.0,8,74.0,1004.15,6.0,0,1
8.2,15.5,4.6,2.4,8.0,31.0,8,56.5,1015.0,4.5,1,0
2.8,17.9,0.0,2.0,10.5,20.0,8,53.5,1022.1500000000001,2.0,0,0
7.3,17.5,0.0,3.2,3.0,30.0,8,73.0,1020.45,7.0,0,0
6.7,18.4,0.2,2.0,7.2,28.0,8,74.0,1016.25,3.0,0,1
11.0,15.7,8.6,1.2,10.2,33.0,8,59.5,1017.7,0.5,1,0
2.9,17.5,0.0,4.8,9.8,24.0,8,54.0,1021.9,3.0,0,0
10.7,17.3,0.0,2.0,5.9,28.0,8,55.5,1026.1,5.5,0,0
3.2,17.5,0.0,2.4,10.3,30.0,8,46.5,1029.3000000000002,1.0,0,0
2.3,18.5,0.0,1.6,10.4,28.0,8,55.5,1027.55,2.0,0,0
4.0,21.5,0.0,3.4,10.5,31.0,8,46.0,1021.65,0.5,0,0
5.7,23.3,0.0,4.2,10.4,26.0,8,34.5,1015.3,1.5,0,0
6.8,21.5,0.0,2.6,10.4,26.0,8,65.5,1016.5,1.0,0,0
11.3,20.3,0.0,2.8,3.7,30.0,8,89.0,1014.5,7.0,0,1
11.9,14.3,8.0,2.0,0.0,26.0,8,91.5,1013.25,7.5,1,1
10.2,17.5,10.0,4.4,5.1,37.0,9,50.0,1020.7,5.5,1,0
5.9,17.7,0.0,2.4,10.3,31.0,9,49.5,1025.0500000000002,2.0,0,0
4.2,19.0,0.0,3.8,10.1,26.0,9,58.5,1024.15,2.0,0,1
9.1,19.5,2.8,2.4,7.7,24.0,9,68.0,1022.95,4.0,1,0
4.9,20.0,0.2,3.2,10.6,24.0,9,58.5,1024.8,1.0,0,0
5.5,22.7,0.0,3.4,10.1,26.0,9,50.0,1017.1,3.5,0,0
7.6,19.4,0.0,2.8,6.6,50.0,9,61.5,1007.05,4.0,0,1
9.1,17.4,12.0,3.0,6.7,46.0,9,61.0,1014.6500000000001,6.0,1,1
10.4,17.0,10.6,0.8,7.1,35.0,9,61.0,1020.4000000000001,6.0,1,0
4.5,18.2,0.0,1.8,10.8,24.0,9,54.5,1019.9000000000001,2.0,0,0
3.9,18.3,0.0,3.4,6.3,33.0,9,58.5,1016.2,6.0,0,1
10.0,16.5,8.0,2.4,10.7,46.0,9,53.5,1020.8,1.5,1,0
2.4,18.2,0.0,4.4,10.7,26.0,9,48.5,1027.35,1.0,0,0
3.9,19.3,0.0,4.0,10.8,35.0,9,48.0,1025.75,1.0,0,0
5.3,22.0,0.0,4.0,10.8,35.0,9,46.0,1023.5,0.5,0,0
11.5,24.3,0.0,5.4,11.0,43.0,9,39.0,1024.65,2.0,0,0
11.2,21.8,0.0,7.4,10.9,37.0,9,46.5,1029.6,1.0,0,0
9.1,18.8,0.0,5.4,3.3,31.0,9,45.5,1031.4,8.0,0,0
8.6,23.1,0.0,4.2,11.0,33.0,9,39.5,1030.3,0.0,0,0
9.3,23.9,0.0,5.0,10.0,39.0,9,35.5,1028.5,1.5,0,0
7.4,25.3,0.0,2.8,11.2,33.0,9,28.5,1027.25,0.5,0,0
4.9,26.7,0.0,7.0,11.2,26.0,9,27.5,1026.75,0.5,0,0
6.1,28.2,0.0,5.6,10.6,33.0,9,26.0,1024.25,0.5,0,0
6.7,25.9,0.0,5.0,10.6,30.0,9,51.0,1022.7,1.0,0,0
11.0,26.9,0.0,5.4,11.1,31.0,9,57.0,1022.05,0.0,0,0
9.1,21.7,0.0,3.2,11.0,41.0,9,53.5,1022.05,1.0,0,0
12.1,23.1,0.0,7.8,10.6,30.0,9,54.5,1022.1,2.0,0,0
10.5,27.4,0.0,3.2,11.3,30.0,9,38.5,1020.25,0.0,0,0
13.6,29.0,0.0,7.2,9.3,33.0,9,27.0,1015.3499999999999,4.0,0,0
18.2,25.0,0.0,9.4,1.5,33.0,9,37.5,1010.35,7.0,0,0
10.5,25.8,0.0,2.8,11.1,30.0,10,40.0,1010.3,0.5,0,0
14.1,20.5,0.0,4.0,8.3,43.0,10,51.5,1015.95,6.0,0,0
7.3,21.1,0.0,5.2,11.1,35.0,10,49.5,1021.8,1.0,0,0
7.7,22.9,0.0,6.0,10.8,39.0,10,55.5,1022.65,3.0,0,0
11.3,22.2,0.0,5.2,10.2,48.0,10,61.5,1022.2,5.0,0,0
10.0,23.8,0.0,5.6,11.2,37.0,10,29.5,1026.9,0.0,0,0
11.1,28.2,0.0,8.2,11.5,28.0,10,26.0,1024.65,0.0,0,0
9.1,30.7,0.0,8.0,11.5,30.0,10,16.5,1017.7,0.0,0,0
10.3,27.5,0.0,5.8,11.2,30.0,10,39.0,1008.6500000000001,0.5,0,1
15.4,20.7,5.0,7.6,5.1,46.0,10,65.0,1011.3,6.5,1,0
6.7,19.3,1.0,2.8,11.6,41.0,10,42.5,1022.0,4.0,0,0
6.3,23.3,0.0,5.2,11.6,39.0,10,45.5,1021.9,0.5,0,0
7.6,21.9,0.0,6.0,11.4,44.0,10,47.5,1017.25,0.5,0,0
10.0,22.0,0.0,7.0,11.7,41.0,10,30.5,1021.8,0.5,0,0
9.0,24.0,0.0,6.0,11.5,39.0,10,31.0,1024.5,1.5,0,0
11.1,27.3,0.0,7.8,11.9,33.0,10,27.0,1021.55,0.0,0,0
10.2,28.9,0.0,7.0,12.1,33.0,10,20.0,1018.1,0.5,0,0
9.7,32.6,0.0,8.0,12.2,28.0,10,19.0,1014.75,3.5,0,0
12.8,26.8,0.0,7.4,12.2,30.0,10,58.5,1014.8499999999999,1.0,0,0
11.0,24.6,0.0,7.4,4.0,43.0,10,70.5,1012.65,7.0,0,1
9.4,20.6,8.4,3.0,6.5,35.0,10,47.5,1017.95,6.0,1,0
11.4,21.5,0.0,3.6,9.5,41.0,10,44.0,1021.95,4.0,0,0
12.2,26.5,0.0,3.8,11.9,44.0,10,42.0,1020.75,0.5,0,0
11.5,26.7,0.0,8.8,12.4,44.0,10,48.0,1016.1,1.0,0,0
12.7,24.9,0.0,7.2,12.4,43.0,10,52.5,1018.85,0.0,0,0
11.6,33.8,0.0,6.8,12.2,31.0,10,39.5,1015.45,0.5,0,0
17.8,21.4,0.0,6.6,2.4,39.0,10,65.5,1009.25,7.0,0,1
14.1,19.8,5.8,5.0,8.1,54.0,10,41.5,1012.9000000000001,3.0,1,0
6.4,20.9,0.4,6.6,12.1,44.0,10,42.5,1023.75,1.5,0,0
10.9,24.9,0.0,7.0,12.8,31.0,10,29.0,1025.45,0.0,0,0
12.2,28.3,0.0,7.8,12.9,37.0,10,21.5,1021.4,0.0,0,0
11.6,30.9,0.0,9.2,12.7,35.0,11,15.5,1017.4,0.0,0,0
11.5,34.2,0.0,6.6,12.7,35.0,11,12.5,1015.8,1.0,0,0
13.4,37.0,0.0,10.2,12.2,37.0,11,14.5,1014.0999999999999,1.0,0,0
13.7,25.9,0.0,9.0,6.4,41.0,11,67.0,1012.8,5.0,0,0
15.2,23.1,0.0,6.0,9.3,35.0,11,50.0,1015.2,6.0,0,0
11.3,22.7,0.0,6.4,12.3,31.0,11,43.5,1016.85,2.0,0,0
12.9,24.0,0.0,7.2,9.5,37.0,11,49.5,1014.5,6.5,0,0
14.8,29.7,0.0,6.4,8.1,30.0,11,41.5,1012.05,3.5,0,0
17.7,26.9,0.0,6.6,3.9,24.0,11,56.0,1015.1500000000001,7.0,0,0
17.6,24.3,0.0,6.0,1.8,46.0,11,75.5,1014.8,7.5,0,1
12.9,21.0,10.6,3.8,10.1,48.0,11,63.0,1014.6500000000001,5.5,1,0
7.6,21.5,0.8,5.2,13.0,41.0,11,42.5,1016.3499999999999,3.5,0,0
12.1,24.9,0.0,7.4,13.1,41.0,11,40.5,1015.7,1.0,0,0
13.9,28.1,0.0,9.6,11.3,37.0,11,35.0,1016.95,5.5,0,0
14.1,29.5,0.0,9.4,13.0,39.0,11,31.5,1018.35,0.5,0,0
15.1,30.3,0.0,10.2,13.1,39.0,11,35.5,1017.5999999999999,0.0,0,0
13.2,34.9,0.0,9.8,13.1,37.0,11,23.0,1015.95,0.0,0,0
18.5,37.2,0.0,12.4,13.0,33.0,11,20.0,1015.55,0.5,0,0
23.0,38.8,0.0,13.8,8.7,43.0,11,17.0,1011.35,5.0,0,0
16.4,29.2,0.0,9.6,0.3,31.0,11,45.0,1010.85,7.0,0,0
21.0,32.7,0.2,4.6,4.7,39.0,11,42.0,1006.0999999999999,7.0,0,0
20.5,26.3,0.0,4.0,10.7,43.0,11,68.0,1009.0,4.5,0,0
17.6,24.7,0.0,9.0,10.7,35.0,11,51.0,1016.9000000000001,3.5,0,0
15.3,28.6,0.0,8.8,13.1,43.0,11,42.5,1018.3,0.5,0,0
15.2,27.4,0.0,9.0,13.1,44.0,11,45.0,1014.7,0.5,0,0
17.4,30.5,0.0,9.2,13.0,56.0,11,37.5,1015.1500000000001,1.5,0,0
14.7,33.7,0.0,11.4,13.2,46.0,11,31.0,1015.95,0.0,0,0
18.1,36.4,0.0,14.2,13.3,41.0,11,16.5,1015.5999999999999,0.0,0,0
17.9,36.5,0.0,13.4,12.9,37.0,11,14.0,1012.8,1.5,0,0
15.8,37.2,0.0,12.0,13.0,41.0,11,15.5,1008.2,1.5,0,0
17.5,25.2,0.0,10.6,5.8,44.0,12,55.5,1008.7,5.5,0,0
14.7,23.0,0.0,8.6,13.0,48.0,12,41.5,1009.35,1.0,0,0
11.9,21.1,0.0,9.4,9.9,41.0,12,46.5,1008.0999999999999,6.5,0,0
9.4,22.4,0.0,5.8,11.3,39.0,12,46.0,1007.75,4.0,0,0
14.7,23.0,0.8,7.6,8.1,31.0,12,62.5,1005.4,7.5,0,1
15.5,23.4,1.2,5.8,2.3,30.0,12,61.0,1003.8,7.5,1,1
15.0,23.2,1.4,4.4,11.9,37.0,12,59.0,1006.75,4.0,1,0
14.6,23.6,0.0,8.4,12.0,44.0,12,48.5,1012.95,2.0,0,0
13.9,26.0,0.0,7.0,13.2,43.0,12,44.5,1020.95,0.5,0,0
13.4,26.6,0.0,9.2,13.3,37.0,12,41.0,1019.95,0.0,0,0
14.7,29.4,0.0,9.2,12.2,35.0,12,39.5,1013.2,4.0,0,0
20.0,35.5,0.0,10.6,12.2,41.0,12,27.0,1005.0,1.0,0,0
16.8,26.2,0.0,11.2,13.3,41.0,12,53.0,1007.5,0.0,0,0
13.7,24.6,0.0,10.2,13.3,44.0,12,47.0,1012.5,2.0,0,0
15.4,29.8,0.0,10.4,11.8,39.0,12,39.5,1013.1,5.5,0,0
18.0,33.1,0.0,9.8,11.9,35.0,12,30.5,1010.0,4.0,0,0
17.0,31.3,0.0,10.8,13.2,41.0,12,35.5,1008.65,3.5,0,0
14.8,30.5,0.0,13.4,12.1,43.0,12,30.0,1009.6500000000001,4.0,0,0
15.1,28.8,0.0,11.8,5.7,39.0,12,30.0,1010.3,4.0,0,1
14.8,26.8,9.6,8.6,1.2,46.0,12,73.0,1009.05,7.5,1,1
17.2,34.0,4.4,5.6,11.5,37.0,12,38.0,1005.65,2.5,1,0
20.9,32.2,0.0,7.4,4.3,28.0,12,54.0,1007.7,7.0,0,0
22.4,35.5,0.0,7.2,5.9,28.0,12,49.5,1008.7,5.0,0,0
20.5,31.2,0.0,6.6,13.2,30.0,12,56.5,1011.0,2.5,0,0
18.6,39.9,0.0,8.0,13.3,50.0,12,33.0,1008.6,0.0,0,0
19.9,36.7,0.0,17.0,13.2,56.0,12,37.0,1009.35,0.5,0,0
21.5,40.0,0.0,16.0,11.9,37.0,12,29.0,1004.0,3.5,0,0
19.9,30.7,0.0,11.2,13.2,44.0,12,48.0,1007.45,0.5,0,0
17.4,28.9,0.0,11.6,13.1,37.0,12,47.0,1011.1500000000001,0.0,0,0
15.9,31.7,0.0,7.6,13.3,41.0,12,45.5,1010.1,1.0,0,0
19.6,32.9,0.0,11.4,13.2,44.0,12,40.5,1009.6,0.0,0,0
17.4,36.4,0.0,10.2,13.2,33.0,1,32.0,1009.4,0.5,0,0
18.7,39.0,0.0,12.0,12.5,41.0,1,34.0,1007.9,2.0,0,0
22.3,36.5,0.0,8.4,13.2,35.0,1,46.0,1007.65,0.5,0,1
23.8,28.5,2.8,11.0,2.4,43.0,1,74.0,1000.8499999999999,6.5,1,1
18.6,25.8,13.6,5.4,11.8,33.0,1,51.0,1004.1,4.0,1,0
17.5,25.1,0.0,7.8,11.1,37.0,1,48.5,1007.55,5.5,0,0
17.1,30.5,0.0,8.4,13.0,39.0,1,43.0,1010.2,0.5,0,0
18.8,36.6,0.0,10.6,13.2,39.0,1,28.0,1010.55,0.0,0,0
22.2,36.4,0.0,13.8,13.2,39.0,1,24.5,1010.3,0.0,0,0
18.4,34.7,0.0,13.2,13.0,37.0,1,29.5,1008.7,0.0,0,0
19.5,36.9,0.0,14.0,13.0,33.0,1,23.5,1002.75,0.0,0,0
19.8,34.1,0.0,12.0,12.2,44.0,1,40.5,997.6,1.0,0,0
18.0,25.1,0.0,11.2,11.5,39.0,1,42.5,1007.85,5.5,0,0
15.0,27.9,0.0,8.8,13.0,44.0,1,41.5,1013.55,0.0,0,0
17.5,36.3,0.0,9.4,13.0,39.0,1,32.0,1011.75,0.0,0,0
20.0,36.2,0.0,11.2,12.3,31.0,1,36.5,1008.7,4.0,0,0
18.6,32.4,0.0,9.2,13.2,33.0,1,42.0,1009.6500000000001,0.0,0,0
18.7,30.5,0.0,9.8,13.1,39.0,1,46.5,1005.95,0.0,0,0
16.4,27.7,0.0,10.2,13.1,43.0,1,44.5,1009.9000000000001,0.5,0,0
19.1,34.2,0.0,11.0,8.3,33.0,1,36.0,1008.05,6.5,0,0
18.2,33.2,0.0,8.0,7.4,31.0,1,35.5,1008.05,5.0,0,1
20.4,29.5,1.2,8.2,5.5,35.0,1,66.0,1010.4,7.0,1,0
18.5,22.6,0.0,7.8,1.0,31.0,1,69.5,1007.8499999999999,7.0,0,0
13.1,25.8,0.0,3.2,13.0,41.0,1,46.5,1011.5999999999999,1.0,0,0
15.5,28.4,0.0,8.6,13.0,39.0,1,48.5,1011.0999999999999,0.0,0,0
18.5,37.8,0.0,9.4,13.1,35.0,1,38.5,1009.1500000000001,4.0,0,0
26.1,38.1,0.0,8.2,12.5,50.0,1,38.5,1006.05,5.5,0,0
23.7,40.4,0.2,10.6,8.7,46.0,1,68.5,1008.5,5.5,0,1
23.7,37.6,7.8,8.4,11.9,52.0,1,65.0,1007.4,4.0,1,1
22.8,28.4,4.6,8.6,1.6,37.0,1,67.5,1010.7,6.5,1,0
17.9,29.8,0.4,6.8,12.4,35.0,2,47.5,1010.6500000000001,0.0,0,0
15.8,32.5,0.0,8.0,13.2,46.0,2,43.5,1007.3499999999999,0.0,0,0
19.7,35.5,0.0,11.4,13.0,50.0,2,43.0,1006.45,0.5,0,0
22.9,34.4,0.0,10.6,12.2,44.0,2,46.5,1008.3,1.0,0,0
18.4,29.6,0.0,12.2,12.2,52.0,2,35.0,1016.25,1.0,0,0
16.0,30.1,0.0,14.4,12.4,46.0,2,28.5,1017.1500000000001,1.0,0,0
18.3,32.4,0.0,10.8,11.9,39.0,2,31.0,1013.55,4.0,0,0
21.6,33.8,0.0,10.2,11.8,35.0,2,41.0,1007.8,3.0,0,0
20.1,31.1,0.0,10.0,12.8,43.0,2,52.5,1007.95,1.0,0,0
20.9,35.1,0.0,9.8,12.7,39.0,2,44.5,1011.0999999999999,0.5,0,0
20.5,32.3,0.0,10.4,8.5,44.0,2,48.0,1014.45,6.5,0,0
19.3,31.7,0.0,11.0,12.4,48.0,2,39.5,1016.2,1.0,0,0
17.9,32.9,0.0,11.6,11.6,41.0,2,38.0,1014.85,2.0,0,0
21.1,34.3,0.0,10.0,10.2,30.0,2,46.0,1010.8,4.0,0,0
22.3,36.3,0.0,8.6,12.8,41.0,2,40.0,1007.55,2.5,0,0
